sampID	pop	.sample.id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
NR_24-00954	NR	109	0.025878939904558033	-0.013756409343243192	-0.048519919622131244	0.06465709497598102	-0.03227941497668929	0.09844050181821476	0.06769013317942832	-0.11905048645437503	-0.18541169010105502	0.022518562676867224
NR_24-00955	NR	110	0.03516803911039312	-0.0032254632202401348	0.006686883909433811	0.014970445910376455	0.015195280982138513	0.019911451901757526	0.01627266412622366	-0.08008578780999706	0.03545733204995225	0.03281109855746039
NR_24-00956	NR	111	0.02392840611068811	-0.02035120494581947	0.013230154555394792	0.013059432610937883	-1.4766391523568425e-4	-0.02268248781329903	0.009445304322206048	-0.022220567278327497	-0.01044040926052062	0.04789559252159097
NR_24-00957	NR	112	0.002283340015921871	0.0790394663275109	0.0601148017734888	0.13795162235254177	0.01879738247254866	0.22520342375273805	-0.13307782732647505	0.15273926513183306	0.06552508124610171	-0.06700772038332851
TR_24-00943	TR	113	0.045508365448459945	-0.03561190170027304	-0.03289986252814243	-0.011526218097434707	0.025233888701892745	-0.01812188255746148	-0.040360220608421565	0.012711050565613256	7.801669846358365e-4	-0.015804286313160325
TR_24-00944	TR	114	0.04030708939513999	-0.017861649073809327	-0.02917044568909417	-0.02331056691386567	-0.041262234026309755	-0.01894617420476298	-0.0032779265495781907	-0.03356087973143609	-0.02320913801230619	0.08009715309493821
TR_24-00945	TR	115	0.0592536287752154	-0.0026256577747496273	0.030824837332870638	-0.049518644925767935	-0.022956916990001137	-0.005072613449078148	-0.012846172403655235	0.00250748833794134	0.021965625296488465	0.06552925208677923
TR_24-00946	TR	116	0.0684252662517482	-0.010698310926220776	0.06078821268726646	-0.1037285530351816	-0.085150780302977	-0.15235372949905923	-0.272034275017434	-0.18696141791345275	-0.0645435669378406	-0.48911520876011355
TR_24-00958	TR	117	0.06258526962381873	-0.012415323239924584	-0.025588463401144956	-0.09513672486529122	-0.04119150486361227	-0.03790771153660532	-0.18370151841929444	0.04175843754387723	-0.031185576742401185	0.14040415321249278
TR_24-00959	TR	118	0.030206871553102886	-0.01894046493988812	-0.03010901057210193	0.033983097294781675	0.007708229329986285	-0.006973478048080756	-0.06920425125703154	0.020493464952417825	-0.06248616547129431	0.025507021880586518
TR_24-00960	TR	119	0.057790365472203196	-0.011882144016231529	-0.007096497799382743	-0.03985018206237681	-0.00673879695961917	-4.161435675278241e-4	-0.025084420002192357	0.005328546639630605	-0.011864895261690163	0.044823139005528534
TR_24-00961	TR	120	0.047812410468250466	0.004368356726950352	0.025558923433870482	-0.0332509244859099	0.05614713664357804	-0.03730184299226726	-0.017197636855081314	-0.007339896263737367	-0.008572106633447278	0.03464435342837435
TR_24-00962	TR	121	0.05299383614551773	-0.0111505128667596	-0.03179687325787328	-0.07194238878572608	-0.06965865094689705	4.5011303265711164e-4	0.023924611046342928	0.07465802271091286	-0.03173893638685164	-0.02501346182968764
TR_24-00963	TR	122	0.038546293599058416	-0.025181663151713437	-0.029899363214140925	-0.0097465223046444	-0.04739305239440378	-0.01660375485324262	-0.02311318166118609	0.020255306808614735	-0.010722091452195985	0.08114804742458098
TR_24-00964	TR	123	0.022795081914623216	-0.05005455801599307	-0.10235433929219429	0.00953600965472771	-0.006328304011682242	0.009416263714034848	-0.04466575870812877	0.026725048758704552	-0.03328923530515413	0.010585274401900121
TR_24-00965	TR	124	0.041615513188055966	-0.04432457176230416	-0.05896587009802584	-0.020146469890922593	0.0025700410040108692	0.026967599949314067	-0.023313451925078173	0.0351194903591205	0.01706781676465348	0.05719952548526564
TR_24-00966	TR	125	0.029127230039632756	-0.11571736132613464	-0.3314795649643898	0.03160384758145133	0.06669579415132831	0.0912563588317687	-0.01005719019149049	0.012979159122251912	-0.006196053455015463	0.004320779033851764
TR_24-00967	TR	126	0.05338249362099235	-0.16693364030437355	-0.42458476707706616	0.04015414007519569	0.0977666284285211	0.1444202488663542	-0.0038458873248288575	0.005612437549952672	0.011587929390785935	-7.69366759945881e-4
TR_24-00968	TR	127	0.030681670260396296	-0.18743285070771143	-0.4574957463820261	0.05549798399647893	0.09984305872900279	0.13503824935974218	-0.0052659508831384184	0.020223114097856862	6.78662233127637e-4	-0.0203731157378563
